,author,title,name,location,ecosystem,date,state,attribute,value
2657,zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,holkham 2,norfolk; eastern england,shallow lake,,,tp,58000.0
2658,zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,felbrigg,norfolk; eastern england,shallow lake,,,tp,107000.0
2659,zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,upton,norfolk; eastern england,shallow lake,,,tp,32000.0
2660,zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,strumpshaw,norfolk; eastern england,shallow lake,,,tp,174000.0
2661,zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,stradsett,norfolk; eastern england,shallow lake,,,tp,166000.0
2662,zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,selbrigg,norfolk; eastern england,shallow lake,,,tp,35000.0
2663,zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,scottow,norfolk; eastern england,shallow lake,,,tp,72000.0
2664,zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,bayfield,norfolk; eastern england,shallow lake,,,tp,241000.0
2665,zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,beeston,norfolk; eastern england,shallow lake,,,tp,105000.0
2666,zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,big wood,norfolk; eastern england,shallow lake,,,tp,113000.0
2667,zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,blickling,norfolk; eastern england,shallow lake,,,tp,102000.0
2668,zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,bluestone,norfolk; eastern england,shallow lake,,,tp,41000.0
2669,zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,buckenham,norfolk; eastern england,shallow lake,,,tp,87000.0
2670,zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,burntfen,norfolk; eastern england,shallow lake,,,tp,116000.0
2671,zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,cockshoot,norfolk; eastern england,shallow lake,,,tp,72000.0
2672,zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,cromes,norfolk; eastern england,shallow lake,,,tp,249000.0
2673,zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,decoy,norfolk; eastern england,shallow lake,,,tp,120000.0
2674,zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,salhouse little,norfolk; eastern england,shallow lake,,,tp,76000.0
2675,zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,green plantation,norfolk; eastern england,shallow lake,,,tp,31000.0
2676,zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,gunthorpe,norfolk; eastern england,shallow lake,,,tp,65000.0
2677,zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,haveringland,norfolk; eastern england,shallow lake,,,tp,65000.0
2678,zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,holkham 1,norfolk; eastern england,shallow lake,,,tp,44000.0
2679,zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,lily,norfolk; eastern england,shallow lake,,,tp,148000.0
2680,zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,lowes,norfolk; eastern england,shallow lake,,,tp,40000.0
2681,zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,melton constable,norfolk; eastern england,shallow lake,,,tp,154000.0
2682,zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,pedham,norfolk; eastern england,shallow lake,,,tp,165000.0
2683,zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,saham,norfolk; eastern england,shallow lake,,,tp,490000.0
2684,zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,buckenham,norfolk; eastern england,shallow lake,,,vegetation_cover,9.0
2685,zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,strumpshaw,norfolk; eastern england,shallow lake,,,vegetation_cover,34.05
2686,zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,upton,norfolk; eastern england,shallow lake,,,vegetation_cover,29.7
2687,zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,burntfen,norfolk; eastern england,shallow lake,,,vegetation_cover,10.2
2688,zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,bluestone,norfolk; eastern england,shallow lake,,,vegetation_cover,18.35
2689,zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,blickling,norfolk; eastern england,shallow lake,,,vegetation_cover,7.25
2690,zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,big wood,norfolk; eastern england,shallow lake,,,vegetation_cover,7.9
2691,zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,beeston,norfolk; eastern england,shallow lake,,,vegetation_cover,35.75
2692,zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,bayfield,norfolk; eastern england,shallow lake,,,vegetation_cover,20.05
2693,zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,cockshoot,norfolk; eastern england,shallow lake,,,vegetation_cover,7.95
2694,zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,cromes,norfolk; eastern england,shallow lake,,,vegetation_cover,18.3
2695,zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,decoy,norfolk; eastern england,shallow lake,,,vegetation_cover,0.0
2696,zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,felbrigg,norfolk; eastern england,shallow lake,,,vegetation_cover,23.95
2697,zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,green plantation,norfolk; eastern england,shallow lake,,,vegetation_cover,33.25
2698,zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,gunthorpe,norfolk; eastern england,shallow lake,,,vegetation_cover,18.45
2699,zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,haveringland,norfolk; eastern england,shallow lake,,,vegetation_cover,0.0
2700,zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,holkham 1,norfolk; eastern england,shallow lake,,,vegetation_cover,14.7
2701,zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,holkham 2,norfolk; eastern england,shallow lake,,,vegetation_cover,3.5
2702,zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,stradsett,norfolk; eastern england,shallow lake,,,vegetation_cover,34.6
2703,zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,selbrigg,norfolk; eastern england,shallow lake,,,vegetation_cover,30.55
2704,zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,scottow,norfolk; eastern england,shallow lake,,,vegetation_cover,45.75
2705,zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,salhouse little,norfolk; eastern england,shallow lake,,,vegetation_cover,31.2
2706,zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,saham,norfolk; eastern england,shallow lake,,,vegetation_cover,0.0
2707,zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,pedham,norfolk; eastern england,shallow lake,,,vegetation_cover,3.8
2708,zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,lowes,norfolk; eastern england,shallow lake,,,vegetation_cover,1.1
2709,zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,lily,norfolk; eastern england,shallow lake,,,vegetation_cover,0.0
2710,zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,melton constable,norfolk; eastern england,shallow lake,,,vegetation_cover,13.65
2711,elmberg et al.,relationships between species number; lake size and resource diversity in assemblages of breeding waterfowl,pitkaniemenjarvi,finland,lake,,,surface_area,130000.0
2712,elmberg et al.,relationships between species number; lake size and resource diversity in assemblages of breeding waterfowl,teponlampi,finland,lake,,,surface_area,120000.0
2713,elmberg et al.,relationships between species number; lake size and resource diversity in assemblages of breeding waterfowl,saarilampi,finland,lake,,,surface_area,90000.0
2714,elmberg et al.,relationships between species number; lake size and resource diversity in assemblages of breeding waterfowl,ryhalampi,finland,lake,,,surface_area,50000.0
2715,elmberg et al.,relationships between species number; lake size and resource diversity in assemblages of breeding waterfowl,kaatiolami,finland,lake,,,surface_area,90000.0
2716,elmberg et al.,relationships between species number; lake size and resource diversity in assemblages of breeding waterfowl,tonkilampi,finland,lake,,,surface_area,20000.0
2717,elmberg et al.,relationships between species number; lake size and resource diversity in assemblages of breeding waterfowl,majaanlampi,finland,lake,,,surface_area,120000.0
2718,elmberg et al.,relationships between species number; lake size and resource diversity in assemblages of breeding waterfowl,pitkapojanlahti,finland,lake,,,surface_area,90000.0
2719,elmberg et al.,relationships between species number; lake size and resource diversity in assemblages of breeding waterfowl,kivilahti,finland,lake,,,surface_area,170000.0
2720,elmberg et al.,relationships between species number; lake size and resource diversity in assemblages of breeding waterfowl,rahtijarvi,finland,lake,,,surface_area,120000.0
2721,elmberg et al.,relationships between species number; lake size and resource diversity in assemblages of breeding waterfowl,hautjarvi,finland,lake,,,surface_area,70000.0
2722,elmberg et al.,relationships between species number; lake size and resource diversity in assemblages of breeding waterfowl,iso ruuhijarvi,finland,lake,,,surface_area,140000.0
2723,elmberg et al.,relationships between species number; lake size and resource diversity in assemblages of breeding waterfowl,vaha-vehkajarvi,finland,lake,,,surface_area,60000.0
2724,elmberg et al.,relationships between species number; lake size and resource diversity in assemblages of breeding waterfowl,vaha valkjarvi,finland,lake,,,surface_area,20000.0
2725,elmberg et al.,relationships between species number; lake size and resource diversity in assemblages of breeding waterfowl,brunnsjon,sweden,lake,,,surface_area,110000.0
2726,elmberg et al.,relationships between species number; lake size and resource diversity in assemblages of breeding waterfowl,tohijarvi,finland,lake,,,surface_area,20000.0
2727,elmberg et al.,relationships between species number; lake size and resource diversity in assemblages of breeding waterfowl,osmalampi,finland,lake,,,surface_area,150000.0
2728,elmberg et al.,relationships between species number; lake size and resource diversity in assemblages of breeding waterfowl,saarijarvi,finland,lake,,,surface_area,120000.0
2729,elmberg et al.,relationships between species number; lake size and resource diversity in assemblages of breeding waterfowl,suikkolampi,finland,lake,,,surface_area,20000.0
2730,elmberg et al.,relationships between species number; lake size and resource diversity in assemblages of breeding waterfowl,holmsjon,sweden,lake,,,surface_area,40000.0
2731,elmberg et al.,relationships between species number; lake size and resource diversity in assemblages of breeding waterfowl,ulkujarvi,finland,lake,,,surface_area,110000.0
2732,elmberg et al.,relationships between species number; lake size and resource diversity in assemblages of breeding waterfowl,fisksjon,sweden,lake,,,surface_area,30000.0
2733,elmberg et al.,relationships between species number; lake size and resource diversity in assemblages of breeding waterfowl,ytter-josjon,sweden,lake,,,surface_area,90000.0
2734,elmberg et al.,relationships between species number; lake size and resource diversity in assemblages of breeding waterfowl,bursjon,sweden,lake,,,surface_area,130000.0
2735,elmberg et al.,relationships between species number; lake size and resource diversity in assemblages of breeding waterfowl,dragtjarnen,sweden,lake,,,surface_area,120000.0
2736,oglesby,relationships of fish yield to lake phytoplankton standing crop; production; and morphoedaphic factors,k.c. kulan,india,pond or reservoir,,,surface_area,6000.0
2737,oglesby,relationships of fish yield to lake phytoplankton standing crop; production; and morphoedaphic factors,unnamed carp pond,israel,pond or reservoir,,,surface_area,3000.0
2738,oglesby,relationships of fish yield to lake phytoplankton standing crop; production; and morphoedaphic factors,ayyangulan,india,pond or reservoir,,,surface_area,14000.0
2739,oglesby,relationships of fish yield to lake phytoplankton standing crop; production; and morphoedaphic factors,vercaud,india,pond or reservoir,,,surface_area,80000.0
2740,oglesby,relationships of fish yield to lake phytoplankton standing crop; production; and morphoedaphic factors,fort moat,india,pond or reservoir,,,surface_area,8000.0
2741,oglesby,relationships of fish yield to lake phytoplankton standing crop; production; and morphoedaphic factors,chetpat swamp,india,pond or reservoir,,,surface_area,30000.0
2742,oglesby,relationships of fish yield to lake phytoplankton standing crop; production; and morphoedaphic factors,ayyankulan,india,pond or reservoir,,,surface_area,14000.0
2743,oglesby,relationships of fish yield to lake phytoplankton standing crop; production; and morphoedaphic factors,fort moat,india,pond or reservoir,,,surface_area,48000.0
2744,oglesby,relationships of fish yield to lake phytoplankton standing crop; production; and morphoedaphic factors,fort moat,india,pond or reservoir,,,surface_area,30000.0
2745,oglesby,relationships of fish yield to lake phytoplankton standing crop; production; and morphoedaphic factors,fort moat,india,pond or reservoir,,,surface_area,18000.0
2746,martinez-sanz; carlos; cenzano; cynthia s. s.; fernandez-alaez; margarita; garcia-criado; francisco,relative contribution of small mountain ponds to regional richness of littoral macroinvertebrates and the implications for conservation,clara pequena,spain,pond,,,max_depth,3.5
2747,martinez-sanz; carlos; cenzano; cynthia s. s.; fernandez-alaez; margarita; garcia-criado; francisco,relative contribution of small mountain ponds to regional richness of littoral macroinvertebrates and the implications for conservation,el payon,spain,pond,,,max_depth,6.5
2748,martinez-sanz; carlos; cenzano; cynthia s. s.; fernandez-alaez; margarita; garcia-criado; francisco,relative contribution of small mountain ponds to regional richness of littoral macroinvertebrates and the implications for conservation,mancas,spain,pond,,,max_depth,8.0
2749,martinez-sanz; carlos; cenzano; cynthia s. s.; fernandez-alaez; margarita; garcia-criado; francisco,relative contribution of small mountain ponds to regional richness of littoral macroinvertebrates and the implications for conservation,el cuadro,spain,pond,,,max_depth,8.0
2750,martinez-sanz; carlos; cenzano; cynthia s. s.; fernandez-alaez; margarita; garcia-criado; francisco,relative contribution of small mountain ponds to regional richness of littoral macroinvertebrates and the implications for conservation,roya pequena,spain,pond,,,max_depth,2.0
2751,martinez-sanz; carlos; cenzano; cynthia s. s.; fernandez-alaez; margarita; garcia-criado; francisco,relative contribution of small mountain ponds to regional richness of littoral macroinvertebrates and the implications for conservation,pedrina,spain,pond,,,max_depth,5.6
2752,martinez-sanz; carlos; cenzano; cynthia s. s.; fernandez-alaez; margarita; garcia-criado; francisco,relative contribution of small mountain ponds to regional richness of littoral macroinvertebrates and the implications for conservation,roya grande,spain,pond,,,max_depth,6.5
2753,martinez-sanz; carlos; cenzano; cynthia s. s.; fernandez-alaez; margarita; garcia-criado; francisco,relative contribution of small mountain ponds to regional richness of littoral macroinvertebrates and the implications for conservation,sotillo,spain,pond,,,max_depth,5.6
2754,martinez-sanz; carlos; cenzano; cynthia s. s.; fernandez-alaez; margarita; garcia-criado; francisco,relative contribution of small mountain ponds to regional richness of littoral macroinvertebrates and the implications for conservation,castromil,spain,pond,,,max_depth,0.3
2755,martinez-sanz; carlos; cenzano; cynthia s. s.; fernandez-alaez; margarita; garcia-criado; francisco,relative contribution of small mountain ponds to regional richness of littoral macroinvertebrates and the implications for conservation,camposagrado i,spain,pond,,,max_depth,0.4
2756,martinez-sanz; carlos; cenzano; cynthia s. s.; fernandez-alaez; margarita; garcia-criado; francisco,relative contribution of small mountain ponds to regional richness of littoral macroinvertebrates and the implications for conservation,aguas cernidas,spain,pond,,,max_depth,1.9
2757,martinez-sanz; carlos; cenzano; cynthia s. s.; fernandez-alaez; margarita; garcia-criado; francisco,relative contribution of small mountain ponds to regional richness of littoral macroinvertebrates and the implications for conservation,lacillo,spain,pond,,,max_depth,4.8
2758,martinez-sanz; carlos; cenzano; cynthia s. s.; fernandez-alaez; margarita; garcia-criado; francisco,relative contribution of small mountain ponds to regional richness of littoral macroinvertebrates and the implications for conservation,camposagrado ii,spain,pond,,,max_depth,2.5
2759,martinez-sanz; carlos; cenzano; cynthia s. s.; fernandez-alaez; margarita; garcia-criado; francisco,relative contribution of small mountain ponds to regional richness of littoral macroinvertebrates and the implications for conservation,pies juntos,spain,pond,,,max_depth,1.0
2760,martinez-sanz; carlos; cenzano; cynthia s. s.; fernandez-alaez; margarita; garcia-criado; francisco,relative contribution of small mountain ponds to regional richness of littoral macroinvertebrates and the implications for conservation,los peces,spain,pond,,,max_depth,2.5
2761,martinez-sanz; carlos; cenzano; cynthia s. s.; fernandez-alaez; margarita; garcia-criado; francisco,relative contribution of small mountain ponds to regional richness of littoral macroinvertebrates and the implications for conservation,la yega,spain,pond,,,max_depth,6.5
2762,martinez-sanz; carlos; cenzano; cynthia s. s.; fernandez-alaez; margarita; garcia-criado; francisco,relative contribution of small mountain ponds to regional richness of littoral macroinvertebrates and the implications for conservation,los peces,spain,pond,,,ph,7.35
2763,martinez-sanz; carlos; cenzano; cynthia s. s.; fernandez-alaez; margarita; garcia-criado; francisco,relative contribution of small mountain ponds to regional richness of littoral macroinvertebrates and the implications for conservation,pies juntos,spain,pond,,,ph,6.37
2764,martinez-sanz; carlos; cenzano; cynthia s. s.; fernandez-alaez; margarita; garcia-criado; francisco,relative contribution of small mountain ponds to regional richness of littoral macroinvertebrates and the implications for conservation,camposagrado i,spain,pond,,,ph,5.98
2765,martinez-sanz; carlos; cenzano; cynthia s. s.; fernandez-alaez; margarita; garcia-criado; francisco,relative contribution of small mountain ponds to regional richness of littoral macroinvertebrates and the implications for conservation,camposagrado ii,spain,pond,,,ph,6.56
2766,martinez-sanz; carlos; cenzano; cynthia s. s.; fernandez-alaez; margarita; garcia-criado; francisco,relative contribution of small mountain ponds to regional richness of littoral macroinvertebrates and the implications for conservation,sotillo,spain,pond,,,ph,7.1
2767,martinez-sanz; carlos; cenzano; cynthia s. s.; fernandez-alaez; margarita; garcia-criado; francisco,relative contribution of small mountain ponds to regional richness of littoral macroinvertebrates and the implications for conservation,pedrina,spain,pond,,,ph,6.24
2768,martinez-sanz; carlos; cenzano; cynthia s. s.; fernandez-alaez; margarita; garcia-criado; francisco,relative contribution of small mountain ponds to regional richness of littoral macroinvertebrates and the implications for conservation,clara pequena,spain,pond,,,ph,5.19
2769,martinez-sanz; carlos; cenzano; cynthia s. s.; fernandez-alaez; margarita; garcia-criado; francisco,relative contribution of small mountain ponds to regional richness of littoral macroinvertebrates and the implications for conservation,el payon,spain,pond,,,ph,6.72
2770,martinez-sanz; carlos; cenzano; cynthia s. s.; fernandez-alaez; margarita; garcia-criado; francisco,relative contribution of small mountain ponds to regional richness of littoral macroinvertebrates and the implications for conservation,mancas,spain,pond,,,ph,7.11
2771,martinez-sanz; carlos; cenzano; cynthia s. s.; fernandez-alaez; margarita; garcia-criado; francisco,relative contribution of small mountain ponds to regional richness of littoral macroinvertebrates and the implications for conservation,el cuadro,spain,pond,,,ph,6.6
2772,martinez-sanz; carlos; cenzano; cynthia s. s.; fernandez-alaez; margarita; garcia-criado; francisco,relative contribution of small mountain ponds to regional richness of littoral macroinvertebrates and the implications for conservation,roya pequena,spain,pond,,,ph,6.33
2773,martinez-sanz; carlos; cenzano; cynthia s. s.; fernandez-alaez; margarita; garcia-criado; francisco,relative contribution of small mountain ponds to regional richness of littoral macroinvertebrates and the implications for conservation,roya grande,spain,pond,,,ph,6.7
2774,martinez-sanz; carlos; cenzano; cynthia s. s.; fernandez-alaez; margarita; garcia-criado; francisco,relative contribution of small mountain ponds to regional richness of littoral macroinvertebrates and the implications for conservation,castromil,spain,pond,,,ph,6.22
2775,martinez-sanz; carlos; cenzano; cynthia s. s.; fernandez-alaez; margarita; garcia-criado; francisco,relative contribution of small mountain ponds to regional richness of littoral macroinvertebrates and the implications for conservation,aguas cernidas,spain,pond,,,ph,6.92
2776,martinez-sanz; carlos; cenzano; cynthia s. s.; fernandez-alaez; margarita; garcia-criado; francisco,relative contribution of small mountain ponds to regional richness of littoral macroinvertebrates and the implications for conservation,la yega,spain,pond,,,ph,6.74
2777,martinez-sanz; carlos; cenzano; cynthia s. s.; fernandez-alaez; margarita; garcia-criado; francisco,relative contribution of small mountain ponds to regional richness of littoral macroinvertebrates and the implications for conservation,lacillo,spain,pond,,,ph,6.63
2778,martinez-sanz; carlos; cenzano; cynthia s. s.; fernandez-alaez; margarita; garcia-criado; francisco,relative contribution of small mountain ponds to regional richness of littoral macroinvertebrates and the implications for conservation,pedrina,spain,pond,,,surface_area,77000.0
2779,martinez-sanz; carlos; cenzano; cynthia s. s.; fernandez-alaez; margarita; garcia-criado; francisco,relative contribution of small mountain ponds to regional richness of littoral macroinvertebrates and the implications for conservation,sotillo,spain,pond,,,surface_area,120000.0
2780,martinez-sanz; carlos; cenzano; cynthia s. s.; fernandez-alaez; margarita; garcia-criado; francisco,relative contribution of small mountain ponds to regional richness of littoral macroinvertebrates and the implications for conservation,el payon,spain,pond,,,surface_area,16000.0
2781,martinez-sanz; carlos; cenzano; cynthia s. s.; fernandez-alaez; margarita; garcia-criado; francisco,relative contribution of small mountain ponds to regional richness of littoral macroinvertebrates and the implications for conservation,lacillo,spain,pond,,,surface_area,111000.0
2782,martinez-sanz; carlos; cenzano; cynthia s. s.; fernandez-alaez; margarita; garcia-criado; francisco,relative contribution of small mountain ponds to regional richness of littoral macroinvertebrates and the implications for conservation,aguas cernidas,spain,pond,,,surface_area,22000.0
2783,martinez-sanz; carlos; cenzano; cynthia s. s.; fernandez-alaez; margarita; garcia-criado; francisco,relative contribution of small mountain ponds to regional richness of littoral macroinvertebrates and the implications for conservation,la yega,spain,pond,,,surface_area,42000.0
2784,martinez-sanz; carlos; cenzano; cynthia s. s.; fernandez-alaez; margarita; garcia-criado; francisco,relative contribution of small mountain ponds to regional richness of littoral macroinvertebrates and the implications for conservation,los peces,spain,pond,,,surface_area,100000.0
2785,martinez-sanz; carlos; cenzano; cynthia s. s.; fernandez-alaez; margarita; garcia-criado; francisco,relative contribution of small mountain ponds to regional richness of littoral macroinvertebrates and the implications for conservation,pies juntos,spain,pond,,,surface_area,300.0
2786,martinez-sanz; carlos; cenzano; cynthia s. s.; fernandez-alaez; margarita; garcia-criado; francisco,relative contribution of small mountain ponds to regional richness of littoral macroinvertebrates and the implications for conservation,camposagrado i,spain,pond,,,surface_area,1500.0
2787,martinez-sanz; carlos; cenzano; cynthia s. s.; fernandez-alaez; margarita; garcia-criado; francisco,relative contribution of small mountain ponds to regional richness of littoral macroinvertebrates and the implications for conservation,camposagrado ii,spain,pond,,,surface_area,15000.0
2788,martinez-sanz; carlos; cenzano; cynthia s. s.; fernandez-alaez; margarita; garcia-criado; francisco,relative contribution of small mountain ponds to regional richness of littoral macroinvertebrates and the implications for conservation,castromil,spain,pond,,,surface_area,18000.0
2789,martinez-sanz; carlos; cenzano; cynthia s. s.; fernandez-alaez; margarita; garcia-criado; francisco,relative contribution of small mountain ponds to regional richness of littoral macroinvertebrates and the implications for conservation,roya grande,spain,pond,,,surface_area,21000.0
2790,martinez-sanz; carlos; cenzano; cynthia s. s.; fernandez-alaez; margarita; garcia-criado; francisco,relative contribution of small mountain ponds to regional richness of littoral macroinvertebrates and the implications for conservation,roya pequena,spain,pond,,,surface_area,10000.0
2791,martinez-sanz; carlos; cenzano; cynthia s. s.; fernandez-alaez; margarita; garcia-criado; francisco,relative contribution of small mountain ponds to regional richness of littoral macroinvertebrates and the implications for conservation,el cuadro,spain,pond,,,surface_area,25000.0
2792,martinez-sanz; carlos; cenzano; cynthia s. s.; fernandez-alaez; margarita; garcia-criado; francisco,relative contribution of small mountain ponds to regional richness of littoral macroinvertebrates and the implications for conservation,mancas,spain,pond,,,surface_area,28000.0
2793,martinez-sanz; carlos; cenzano; cynthia s. s.; fernandez-alaez; margarita; garcia-criado; francisco,relative contribution of small mountain ponds to regional richness of littoral macroinvertebrates and the implications for conservation,clara pequena,spain,pond,,,surface_area,15000.0
2794,martinez-sanz; carlos; cenzano; cynthia s. s.; fernandez-alaez; margarita; garcia-criado; francisco,relative contribution of small mountain ponds to regional richness of littoral macroinvertebrates and the implications for conservation,el payon,spain,pond,,,tn,500.0
2795,martinez-sanz; carlos; cenzano; cynthia s. s.; fernandez-alaez; margarita; garcia-criado; francisco,relative contribution of small mountain ponds to regional richness of littoral macroinvertebrates and the implications for conservation,el cuadro,spain,pond,,,tn,300.0
2796,martinez-sanz; carlos; cenzano; cynthia s. s.; fernandez-alaez; margarita; garcia-criado; francisco,relative contribution of small mountain ponds to regional richness of littoral macroinvertebrates and the implications for conservation,camposagrado i,spain,pond,,,tn,600.0
2797,martinez-sanz; carlos; cenzano; cynthia s. s.; fernandez-alaez; margarita; garcia-criado; francisco,relative contribution of small mountain ponds to regional richness of littoral macroinvertebrates and the implications for conservation,camposagrado ii,spain,pond,,,tn,500.0
2798,martinez-sanz; carlos; cenzano; cynthia s. s.; fernandez-alaez; margarita; garcia-criado; francisco,relative contribution of small mountain ponds to regional richness of littoral macroinvertebrates and the implications for conservation,castromil,spain,pond,,,tn,900.0
2799,martinez-sanz; carlos; cenzano; cynthia s. s.; fernandez-alaez; margarita; garcia-criado; francisco,relative contribution of small mountain ponds to regional richness of littoral macroinvertebrates and the implications for conservation,roya grande,spain,pond,,,tn,600.0
2800,martinez-sanz; carlos; cenzano; cynthia s. s.; fernandez-alaez; margarita; garcia-criado; francisco,relative contribution of small mountain ponds to regional richness of littoral macroinvertebrates and the implications for conservation,roya pequena,spain,pond,,,tn,1100.0
2801,martinez-sanz; carlos; cenzano; cynthia s. s.; fernandez-alaez; margarita; garcia-criado; francisco,relative contribution of small mountain ponds to regional richness of littoral macroinvertebrates and the implications for conservation,la yega,spain,pond,,,tn,400.0
2802,martinez-sanz; carlos; cenzano; cynthia s. s.; fernandez-alaez; margarita; garcia-criado; francisco,relative contribution of small mountain ponds to regional richness of littoral macroinvertebrates and the implications for conservation,mancas,spain,pond,,,tn,300.0
2803,martinez-sanz; carlos; cenzano; cynthia s. s.; fernandez-alaez; margarita; garcia-criado; francisco,relative contribution of small mountain ponds to regional richness of littoral macroinvertebrates and the implications for conservation,clara pequena,spain,pond,,,tn,1400.0
