author,title,name,location,ecosystem,date,state,attribute,value
solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,dm-sg,tyrrhenian coast; central italy,pond,,,tp,1010.0
solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,dm-vl,tyrrhenian coast; central italy,pond,,,tp,70.0
solimini et al,macroinvertebrate size spectra of mediterranean ponds with differing hydroperiod length,p-pg,tyrrhenian coast; central italy,pond,,,tp,240.0
sahuquillo; poquet;  rueda & miracle,macroinvertebrate communities in sediment and plants in coastal mediterranean water bodies (central iberian peninsula),albufera of valencia,west mediterranean coast of the valencian community,lagoon; shallow lake,,,tp,140.0
sahuquillo; poquet;  rueda & miracle,macroinvertebrate communities in sediment and plants in coastal mediterranean water bodies (central iberian peninsula),baldov pool,west mediterranean coast of the valencian community,pond,,,tp,11.0
sahuquillo; poquet;  rueda & miracle,macroinvertebrate communities in sediment and plants in coastal mediterranean water bodies (central iberian peninsula),cap de terme,west mediterranean coast of the valencian community,pond,,,tp,13.0
sahuquillo; poquet;  rueda & miracle,macroinvertebrate communities in sediment and plants in coastal mediterranean water bodies (central iberian peninsula),rini,west mediterranean coast of the valencian community,pond,,,tp,14.0
sahuquillo; poquet;  rueda & miracle,macroinvertebrate communities in sediment and plants in coastal mediterranean water bodies (central iberian peninsula),charca sud oeste,west mediterranean coast of the valencian community,pond,,,tp,89.0
tessier,cryptic trophic cascade along a gradient of lake size,shaw,southwestern michigan; usa,deep refuge lake,,,tp,7.1
tessier,cryptic trophic cascade along a gradient of lake size,douglas,southwestern michigan; usa,shallow lake,,,tp,14.7
tessier,cryptic trophic cascade along a gradient of lake size,fine,southwestern michigan; usa,shallow lake,,,tp,12.8
tessier,cryptic trophic cascade along a gradient of lake size,head,southwestern michigan; usa,shallow lake,,,tp,6.6
tessier,cryptic trophic cascade along a gradient of lake size,lux arbor 26,southwestern michigan; usa,shallow lake,,,tp,47.7
tessier,cryptic trophic cascade along a gradient of lake size,lower crooked,southwestern michigan; usa,shallow lake,,,tp,15.4
tessier,cryptic trophic cascade along a gradient of lake size,three lakes 3,southwestern michigan; usa,shallow lake,,,tp,11.5
tessier,cryptic trophic cascade along a gradient of lake size,duck,southwestern michigan; usa,high planktivory lake,,,tp,19.2
tessier,cryptic trophic cascade along a gradient of lake size,long swale,southwestern michigan; usa,high planktivory lake,,,tp,142.6
tessier,cryptic trophic cascade along a gradient of lake size,lux arbor 8,southwestern michigan; usa,high planktivory lake,,,tp,34.8
tessier,cryptic trophic cascade along a gradient of lake size,pond 15,southwestern michigan; usa,high planktivory lake,,,tp,11.8
tessier,cryptic trophic cascade along a gradient of lake size,turkey marsh,southwestern michigan; usa,high planktivory lake,,,tp,39.5
schell et al.,physical-chemical influences on vernal zooplankton community structure in small lakes and wetlands of wisconsin; usa,arbor vitae,wisconsin,wetland vs. lake,,,tp,630.0
schell et al.,physical-chemical influences on vernal zooplankton community structure in small lakes and wetlands of wisconsin; usa,black tern bog,wisconsin,wetland vs. lake,,,tp,570.0
schell et al.,physical-chemical influences on vernal zooplankton community structure in small lakes and wetlands of wisconsin; usa,crystal lake,wisconsin,wetland vs. lake,,,tp,700.0
schell et al.,physical-chemical influences on vernal zooplankton community structure in small lakes and wetlands of wisconsin; usa,eldon pond,wisconsin,wetland vs. lake,,,tp,730.0
schell et al.,physical-chemical influences on vernal zooplankton community structure in small lakes and wetlands of wisconsin; usa,emmon's ck. kettle,wisconsin,wetland vs. lake,,,tp,1200.0
schell et al.,physical-chemical influences on vernal zooplankton community structure in small lakes and wetlands of wisconsin; usa,flater's north,wisconsin,wetland vs. lake,,,tp,700.0
schell et al.,physical-chemical influences on vernal zooplankton community structure in small lakes and wetlands of wisconsin; usa,french's creek,wisconsin,wetland vs. lake,,,tp,700.0
schell et al.,physical-chemical influences on vernal zooplankton community structure in small lakes and wetlands of wisconsin; usa,green bush kettle,wisconsin,wetland vs. lake,,,tp,2800.0
schell et al.,physical-chemical influences on vernal zooplankton community structure in small lakes and wetlands of wisconsin; usa,hwy 18 helenville,wisconsin,wetland vs. lake,,,tp,1030.0
schell et al.,physical-chemical influences on vernal zooplankton community structure in small lakes and wetlands of wisconsin; usa,hwy 63 ne,wisconsin,wetland vs. lake,,,tp,290.0
schell et al.,physical-chemical influences on vernal zooplankton community structure in small lakes and wetlands of wisconsin; usa,hwy 63 se,wisconsin,wetland vs. lake,,,tp,380.0
schell et al.,physical-chemical influences on vernal zooplankton community structure in small lakes and wetlands of wisconsin; usa,hwy 63 west,wisconsin,wetland vs. lake,,,tp,480.0
schell et al.,physical-chemical influences on vernal zooplankton community structure in small lakes and wetlands of wisconsin; usa,hwy 70 n,wisconsin,wetland vs. lake,,,tp,810.0
schell et al.,physical-chemical influences on vernal zooplankton community structure in small lakes and wetlands of wisconsin; usa,hwy 70 s,wisconsin,wetland vs. lake,,,tp,900.0
schell et al.,physical-chemical influences on vernal zooplankton community structure in small lakes and wetlands of wisconsin; usa,hwy z kettle,wisconsin,wetland vs. lake,,,tp,2400.0
schell et al.,physical-chemical influences on vernal zooplankton community structure in small lakes and wetlands of wisconsin; usa,i-90 pond,wisconsin,wetland vs. lake,,,tp,2100.0
schell et al.,physical-chemical influences on vernal zooplankton community structure in small lakes and wetlands of wisconsin; usa,jameison pond,wisconsin,wetland vs. lake,,,tp,800.0
schell et al.,physical-chemical influences on vernal zooplankton community structure in small lakes and wetlands of wisconsin; usa,hendricks' bog,wisconsin,wetland vs. lake,,,tp,500.0
schell et al.,physical-chemical influences on vernal zooplankton community structure in small lakes and wetlands of wisconsin; usa,k-mart pond,wisconsin,wetland vs. lake,,,tp,1080.0
schell et al.,physical-chemical influences on vernal zooplankton community structure in small lakes and wetlands of wisconsin; usa,kotska 4; moss',wisconsin,wetland vs. lake,,,tp,590.0
schell et al.,physical-chemical influences on vernal zooplankton community structure in small lakes and wetlands of wisconsin; usa,kotska 5,wisconsin,wetland vs. lake,,,tp,720.0
schell et al.,physical-chemical influences on vernal zooplankton community structure in small lakes and wetlands of wisconsin; usa,kotska a,wisconsin,wetland vs. lake,,,tp,6030.0
schell et al.,physical-chemical influences on vernal zooplankton community structure in small lakes and wetlands of wisconsin; usa,kotska b,wisconsin,wetland vs. lake,,,tp,3430.0
schell et al.,physical-chemical influences on vernal zooplankton community structure in small lakes and wetlands of wisconsin; usa,kotska c,wisconsin,wetland vs. lake,,,tp,1130.0
schell et al.,physical-chemical influences on vernal zooplankton community structure in small lakes and wetlands of wisconsin; usa,little rock frog,wisconsin,wetland vs. lake,,,tp,600.0
schell et al.,physical-chemical influences on vernal zooplankton community structure in small lakes and wetlands of wisconsin; usa,mckenna pond,wisconsin,wetland vs. lake,,,tp,900.0
schell et al.,physical-chemical influences on vernal zooplankton community structure in small lakes and wetlands of wisconsin; usa,missouri pond,wisconsin,wetland vs. lake,,,tp,1400.0
schell et al.,physical-chemical influences on vernal zooplankton community structure in small lakes and wetlands of wisconsin; usa,noranda 15-16c,wisconsin,wetland vs. lake,,,tp,650.0
schell et al.,physical-chemical influences on vernal zooplankton community structure in small lakes and wetlands of wisconsin; usa,noranda 15-16d,wisconsin,wetland vs. lake,,,tp,440.0
schell et al.,physical-chemical influences on vernal zooplankton community structure in small lakes and wetlands of wisconsin; usa,noranda 22-12ne,wisconsin,wetland vs. lake,,,tp,460.0
schell et al.,physical-chemical influences on vernal zooplankton community structure in small lakes and wetlands of wisconsin; usa,noranda 22-12sw,wisconsin,wetland vs. lake,,,tp,500.0
schell et al.,physical-chemical influences on vernal zooplankton community structure in small lakes and wetlands of wisconsin; usa,noranda 22-14,wisconsin,wetland vs. lake,,,tp,440.0
schell et al.,physical-chemical influences on vernal zooplankton community structure in small lakes and wetlands of wisconsin; usa,noranda 22-15,wisconsin,wetland vs. lake,,,tp,360.0
schell et al.,physical-chemical influences on vernal zooplankton community structure in small lakes and wetlands of wisconsin; usa,noranda 22-9,wisconsin,wetland vs. lake,,,tp,530.0
schell et al.,physical-chemical influences on vernal zooplankton community structure in small lakes and wetlands of wisconsin; usa,noranda 22-9a,wisconsin,wetland vs. lake,,,tp,660.0
schell et al.,physical-chemical influences on vernal zooplankton community structure in small lakes and wetlands of wisconsin; usa,noranda 22-9b,wisconsin,wetland vs. lake,,,tp,610.0
schell et al.,physical-chemical influences on vernal zooplankton community structure in small lakes and wetlands of wisconsin; usa,noranda lake i,wisconsin,wetland vs. lake,,,tp,830.0
schell et al.,physical-chemical influences on vernal zooplankton community structure in small lakes and wetlands of wisconsin; usa,old hwy 54 pd,wisconsin,wetland vs. lake,,,tp,600.0
schell et al.,physical-chemical influences on vernal zooplankton community structure in small lakes and wetlands of wisconsin; usa,patrick marsh,wisconsin,wetland vs. lake,,,tp,1600.0
schell et al.,physical-chemical influences on vernal zooplankton community structure in small lakes and wetlands of wisconsin; usa,portage jail,wisconsin,wetland vs. lake,,,tp,2400.0
schell et al.,physical-chemical influences on vernal zooplankton community structure in small lakes and wetlands of wisconsin; usa,prairie chicken pd,wisconsin,wetland vs. lake,,,tp,1000.0
schell et al.,physical-chemical influences on vernal zooplankton community structure in small lakes and wetlands of wisconsin; usa,rinelander #1,wisconsin,wetland vs. lake,,,tp,1000.0
schell et al.,physical-chemical influences on vernal zooplankton community structure in small lakes and wetlands of wisconsin; usa,rinelander #2,wisconsin,wetland vs. lake,,,tp,700.0
schell et al.,physical-chemical influences on vernal zooplankton community structure in small lakes and wetlands of wisconsin; usa,rinelander #3,wisconsin,wetland vs. lake,,,tp,1070.0
schell et al.,physical-chemical influences on vernal zooplankton community structure in small lakes and wetlands of wisconsin; usa,schneider #2,wisconsin,wetland vs. lake,,,tp,700.0
schell et al.,physical-chemical influences on vernal zooplankton community structure in small lakes and wetlands of wisconsin; usa,schneider #3,wisconsin,wetland vs. lake,,,tp,1000.0
schell et al.,physical-chemical influences on vernal zooplankton community structure in small lakes and wetlands of wisconsin; usa,schneider #7,wisconsin,wetland vs. lake,,,tp,400.0
schell et al.,physical-chemical influences on vernal zooplankton community structure in small lakes and wetlands of wisconsin; usa,siggelkow pond,wisconsin,wetland vs. lake,,,tp,800.0
schell et al.,physical-chemical influences on vernal zooplankton community structure in small lakes and wetlands of wisconsin; usa,spooner tower rd,wisconsin,wetland vs. lake,,,tp,2060.0
schell et al.,physical-chemical influences on vernal zooplankton community structure in small lakes and wetlands of wisconsin; usa,starr school,wisconsin,wetland vs. lake,,,tp,6130.0
schell et al.,physical-chemical influences on vernal zooplankton community structure in small lakes and wetlands of wisconsin; usa,virgin lake,wisconsin,wetland vs. lake,,,tp,2600.0
schell et al.,physical-chemical influences on vernal zooplankton community structure in small lakes and wetlands of wisconsin; usa,waterloo,wisconsin,wetland vs. lake,,,tp,900.0
schell et al.,physical-chemical influences on vernal zooplankton community structure in small lakes and wetlands of wisconsin; usa,white river #1 n,wisconsin,wetland vs. lake,,,tp,1000.0
schell et al.,physical-chemical influences on vernal zooplankton community structure in small lakes and wetlands of wisconsin; usa,white river #2 s,wisconsin,wetland vs. lake,,,tp,3200.0
nairn and mitsch,phosphorus removal in created wetland ponds receiving river overflow,wetland 1,ohio,wetland,,,tp,97.0
waiser,nutrient limitation of pelagic bacteria and phytoplankton in four prairie wetlands,pond 1,saskatchewan; canada,wetland; pond,,,tp,80.2
waiser,nutrient limitation of pelagic bacteria and phytoplankton in four prairie wetlands,pond 25,saskatchewan; canada,wetland; pond,,,tp,264.9
waiser,nutrient limitation of pelagic bacteria and phytoplankton in four prairie wetlands,pond 50,saskatchewan; canada,wetland; pond,,,tp,233.5
waiser,nutrient limitation of pelagic bacteria and phytoplankton in four prairie wetlands,pond 4857,saskatchewan; canada,wetland; pond,,,tp,190.9
lim et al.,physical and chemical limnological characteristics of 38 lakes and ponds on bathurst island; nunavut; canadian high arctic,bc,bathurst island; canada,lake,,,tp,7.2
lim et al.,physical and chemical limnological characteristics of 38 lakes and ponds on bathurst island; nunavut; canadian high arctic,bd,bathurst island; canada,pond,,,tp,14.0
lim et al.,physical and chemical limnological characteristics of 38 lakes and ponds on bathurst island; nunavut; canadian high arctic,be,bathurst island; canada,pond,,,tp,11.6
lim et al.,physical and chemical limnological characteristics of 38 lakes and ponds on bathurst island; nunavut; canadian high arctic,bf,bathurst island; canada,pond,,,tp,17.5
lim et al.,physical and chemical limnological characteristics of 38 lakes and ponds on bathurst island; nunavut; canadian high arctic,bg,bathurst island; canada,lake,,,tp,5.5
lim et al.,physical and chemical limnological characteristics of 38 lakes and ponds on bathurst island; nunavut; canadian high arctic,bh,bathurst island; canada,lake,,,tp,3.3
lim et al.,physical and chemical limnological characteristics of 38 lakes and ponds on bathurst island; nunavut; canadian high arctic,bi,bathurst island; canada,pond,,,tp,7.1
lim et al.,physical and chemical limnological characteristics of 38 lakes and ponds on bathurst island; nunavut; canadian high arctic,bj,bathurst island; canada,pond,,,tp,7.0
lim et al.,physical and chemical limnological characteristics of 38 lakes and ponds on bathurst island; nunavut; canadian high arctic,bk,bathurst island; canada,lake,,,tp,64.0
lim et al.,physical and chemical limnological characteristics of 38 lakes and ponds on bathurst island; nunavut; canadian high arctic,bl,bathurst island; canada,lake,,,tp,4.7
lim et al.,physical and chemical limnological characteristics of 38 lakes and ponds on bathurst island; nunavut; canadian high arctic,bm,bathurst island; canada,lake,,,tp,7.9
lim et al.,physical and chemical limnological characteristics of 38 lakes and ponds on bathurst island; nunavut; canadian high arctic,bn,bathurst island; canada,lake,,,tp,4.8
lim et al.,physical and chemical limnological characteristics of 38 lakes and ponds on bathurst island; nunavut; canadian high arctic,bo,bathurst island; canada,lake,,,tp,4.3
lim et al.,physical and chemical limnological characteristics of 38 lakes and ponds on bathurst island; nunavut; canadian high arctic,bp,bathurst island; canada,pond,,,tp,15.1
lim et al.,physical and chemical limnological characteristics of 38 lakes and ponds on bathurst island; nunavut; canadian high arctic,bq,bathurst island; canada,pond,,,tp,8.3
lim et al.,physical and chemical limnological characteristics of 38 lakes and ponds on bathurst island; nunavut; canadian high arctic,br,bathurst island; canada,pond,,,tp,17.3
lim et al.,physical and chemical limnological characteristics of 38 lakes and ponds on bathurst island; nunavut; canadian high arctic,bs,bathurst island; canada,lake,,,tp,3.2
lim et al.,physical and chemical limnological characteristics of 38 lakes and ponds on bathurst island; nunavut; canadian high arctic,bt,bathurst island; canada,pond,,,tp,3.7
lim et al.,physical and chemical limnological characteristics of 38 lakes and ponds on bathurst island; nunavut; canadian high arctic,bu,bathurst island; canada,pond,,,tp,38.2
lim et al.,physical and chemical limnological characteristics of 38 lakes and ponds on bathurst island; nunavut; canadian high arctic,bv,bathurst island; canada,pond,,,tp,14.0
lim et al.,physical and chemical limnological characteristics of 38 lakes and ponds on bathurst island; nunavut; canadian high arctic,bw,bathurst island; canada,pond,,,tp,8.7
lim et al.,physical and chemical limnological characteristics of 38 lakes and ponds on bathurst island; nunavut; canadian high arctic,bx,bathurst island; canada,pond,,,tp,9.8
lim et al.,physical and chemical limnological characteristics of 38 lakes and ponds on bathurst island; nunavut; canadian high arctic,by,bathurst island; canada,lake,,,tp,21.8
lim et al.,physical and chemical limnological characteristics of 38 lakes and ponds on bathurst island; nunavut; canadian high arctic,bz,bathurst island; canada,lake,,,tp,45.4
lim et al.,physical and chemical limnological characteristics of 38 lakes and ponds on bathurst island; nunavut; canadian high arctic,baa,bathurst island; canada,lake,,,tp,4.9
lim et al.,physical and chemical limnological characteristics of 38 lakes and ponds on bathurst island; nunavut; canadian high arctic,bab,bathurst island; canada,pond,,,tp,6.5
lim et al.,physical and chemical limnological characteristics of 38 lakes and ponds on bathurst island; nunavut; canadian high arctic,bac,bathurst island; canada,pond,,,tp,4.0
lim et al.,physical and chemical limnological characteristics of 38 lakes and ponds on bathurst island; nunavut; canadian high arctic,bad,bathurst island; canada,pond,,,tp,28.0
lim et al.,physical and chemical limnological characteristics of 38 lakes and ponds on bathurst island; nunavut; canadian high arctic,bae,bathurst island; canada,lake,,,tp,4.8
lim et al.,physical and chemical limnological characteristics of 38 lakes and ponds on bathurst island; nunavut; canadian high arctic,baf,bathurst island; canada,lake,,,tp,5.7
lim et al.,physical and chemical limnological characteristics of 38 lakes and ponds on bathurst island; nunavut; canadian high arctic,bag,bathurst island; canada,pond,,,tp,5.8
lim et al.,physical and chemical limnological characteristics of 38 lakes and ponds on bathurst island; nunavut; canadian high arctic,bah,bathurst island; canada,pond,,,tp,15.1
lim et al.,physical and chemical limnological characteristics of 38 lakes and ponds on bathurst island; nunavut; canadian high arctic,bai,bathurst island; canada,pond,,,tp,7.6
lim et al.,physical and chemical limnological characteristics of 38 lakes and ponds on bathurst island; nunavut; canadian high arctic,baj,bathurst island; canada,lake,,,tp,16.0
lim et al.,physical and chemical limnological characteristics of 38 lakes and ponds on bathurst island; nunavut; canadian high arctic,bak,bathurst island; canada,pond,,,tp,9.7
lim et al.,physical and chemical limnological characteristics of 38 lakes and ponds on bathurst island; nunavut; canadian high arctic,bal,bathurst island; canada,pond,,,tp,9.6
lim et al.,physical and chemical limnological characteristics of 38 lakes and ponds on bathurst island; nunavut; canadian high arctic,bam,bathurst island; canada,pond,,,tp,7.3
lim et al.,physical and chemical limnological characteristics of 38 lakes and ponds on bathurst island; nunavut; canadian high arctic,ban,bathurst island; canada,pond,,,tp,12.3
stansfield et al,submerged macrophytes as refuges for grazing cladocera against fish predation: observations on seasonal changes in relation to macrophyte cover and predation pressure,hoveton little broad,uk,lakes,,,tp,74.0
stansfield et al,submerged macrophytes as refuges for grazing cladocera against fish predation: observations on seasonal changes in relation to macrophyte cover and predation pressure,upton broad,uk,lakes,,,tp,40.0
bini et al.,concordance of species composition patterns among microcrustaceans; rotifers and testate amoebae in a shallow pond,samambaia lake,central brazil,pond,,,tp,33.0
peretyatko,impact of macrophytes on phytoplankton in eutrophic peri-urban ponds; implications for pond management and restoration,vbk1,brussels; belgium,pond,,,tp,0.162
peretyatko,impact of macrophytes on phytoplankton in eutrophic peri-urban ponds; implications for pond management and restoration,hoef,brussels; belgium,pond,,,tp,0.124
peretyatko,impact of macrophytes on phytoplankton in eutrophic peri-urban ponds; implications for pond management and restoration,vbk2,brussels; belgium,pond,,,tp,0.176
peretyatko,impact of macrophytes on phytoplankton in eutrophic peri-urban ponds; implications for pond management and restoration,tenr,brussels; belgium,pond,,,tp,0.24
peretyatko,impact of macrophytes on phytoplankton in eutrophic peri-urban ponds; implications for pond management and restoration,vkn1,brussels; belgium,pond,,,tp,0.166
peretyatko,impact of macrophytes on phytoplankton in eutrophic peri-urban ponds; implications for pond management and restoration,m1gr,brussels; belgium,pond,,,tp,0.205
peretyatko,impact of macrophytes on phytoplankton in eutrophic peri-urban ponds; implications for pond management and restoration,wtm1,brussels; belgium,pond,,,tp,0.182
peretyatko,impact of macrophytes on phytoplankton in eutrophic peri-urban ponds; implications for pond management and restoration,rk12,brussels; belgium,pond,,,tp,0.167
peretyatko,impact of macrophytes on phytoplankton in eutrophic peri-urban ponds; implications for pond management and restoration,rk15,brussels; belgium,pond,,,tp,0.226
peretyatko,impact of macrophytes on phytoplankton in eutrophic peri-urban ponds; implications for pond management and restoration,rk13,brussels; belgium,pond,,,tp,0.16
peretyatko,impact of macrophytes on phytoplankton in eutrophic peri-urban ponds; implications for pond management and restoration,vkn2,brussels; belgium,pond,,,tp,0.199
peretyatko,impact of macrophytes on phytoplankton in eutrophic peri-urban ponds; implications for pond management and restoration,malu,brussels; belgium,pond,,,tp,0.235
peretyatko,impact of macrophytes on phytoplankton in eutrophic peri-urban ponds; implications for pond management and restoration,wpk2,brussels; belgium,pond,,,tp,0.236
peretyatko,impact of macrophytes on phytoplankton in eutrophic peri-urban ponds; implications for pond management and restoration,wpk1,brussels; belgium,pond,,,tp,0.226
peretyatko,impact of macrophytes on phytoplankton in eutrophic peri-urban ponds; implications for pond management and restoration,m1k1,brussels; belgium,pond,,,tp,0.357
peretyatko,impact of macrophytes on phytoplankton in eutrophic peri-urban ponds; implications for pond management and restoration,trbr,brussels; belgium,pond,,,tp,0.384
zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,bayfield,norfolk; eastern england,shallow lake,,,tp,241000.0
zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,beeston,norfolk; eastern england,shallow lake,,,tp,105000.0
zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,big wood,norfolk; eastern england,shallow lake,,,tp,113000.0
zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,blickling,norfolk; eastern england,shallow lake,,,tp,102000.0
zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,bluestone,norfolk; eastern england,shallow lake,,,tp,41000.0
zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,buckenham,norfolk; eastern england,shallow lake,,,tp,87000.0
zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,burntfen,norfolk; eastern england,shallow lake,,,tp,116000.0
zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,cockshoot,norfolk; eastern england,shallow lake,,,tp,72000.0
zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,cromes,norfolk; eastern england,shallow lake,,,tp,249000.0
zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,decoy,norfolk; eastern england,shallow lake,,,tp,120000.0
zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,felbrigg,norfolk; eastern england,shallow lake,,,tp,107000.0
zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,green plantation,norfolk; eastern england,shallow lake,,,tp,31000.0
zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,gunthorpe,norfolk; eastern england,shallow lake,,,tp,65000.0
zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,haveringland,norfolk; eastern england,shallow lake,,,tp,65000.0
zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,holkham 1,norfolk; eastern england,shallow lake,,,tp,44000.0
zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,holkham 2,norfolk; eastern england,shallow lake,,,tp,58000.0
zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,lily,norfolk; eastern england,shallow lake,,,tp,148000.0
zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,lowes,norfolk; eastern england,shallow lake,,,tp,40000.0
zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,melton constable,norfolk; eastern england,shallow lake,,,tp,154000.0
zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,pedham,norfolk; eastern england,shallow lake,,,tp,165000.0
zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,saham,norfolk; eastern england,shallow lake,,,tp,490000.0
zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,salhouse little,norfolk; eastern england,shallow lake,,,tp,76000.0
zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,scottow,norfolk; eastern england,shallow lake,,,tp,72000.0
zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,selbrigg,norfolk; eastern england,shallow lake,,,tp,35000.0
zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,stradsett,norfolk; eastern england,shallow lake,,,tp,166000.0
zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,strumpshaw,norfolk; eastern england,shallow lake,,,tp,174000.0
zambrano,relationships between fish feeding guild and trophic structure in english lowland shallow lakes subject to anthropogenic influence: implications for lake restoration,upton,norfolk; eastern england,shallow lake,,,tp,32000.0
eivers; rebecca s.; duggan; ian c.; hamilton; david p.; quinn; john m.,constructed treatment wetlands provide habitat for zooplankton communities in agricultural peat lake catchments,kaituna,new zealand,peat lake,,,tp,208.0
eivers; rebecca s.; duggan; ian c.; hamilton; david p.; quinn; john m.,constructed treatment wetlands provide habitat for zooplankton communities in agricultural peat lake catchments,komakorau,new zealand,peat lake,,,tp,200.0
eivers; rebecca s.; duggan; ian c.; hamilton; david p.; quinn; john m.,constructed treatment wetlands provide habitat for zooplankton communities in agricultural peat lake catchments,koromatua,new zealand,peat lake,,,tp,938.0
eivers; rebecca s.; duggan; ian c.; hamilton; david p.; quinn; john m.,constructed treatment wetlands provide habitat for zooplankton communities in agricultural peat lake catchments,serpentine north,new zealand,peat lake,,,tp,48.0
zelnik; igor; gregoric; neza; tratnik; ana,diversity of macroinvertebrates positively correlates with diversity of macrophytes in karst ponds,menina,se alps (slovenia),karst ponds,,,tp,1050.0
zelnik; igor; gregoric; neza; tratnik; ana,diversity of macroinvertebrates positively correlates with diversity of macrophytes in karst ponds,menina,se alps (slovenia),karst ponds,,,tp,140.0
zelnik; igor; gregoric; neza; tratnik; ana,diversity of macroinvertebrates positively correlates with diversity of macrophytes in karst ponds,menina,se alps (slovenia),karst ponds,,,tp,220.0
zelnik; igor; gregoric; neza; tratnik; ana,diversity of macroinvertebrates positively correlates with diversity of macrophytes in karst ponds,menina,se alps (slovenia),karst ponds,,,tp,680.0
zelnik; igor; gregoric; neza; tratnik; ana,diversity of macroinvertebrates positively correlates with diversity of macrophytes in karst ponds,pokljuka,se alps (slovenia),karst ponds,,,tp,200.0
zelnik; igor; gregoric; neza; tratnik; ana,diversity of macroinvertebrates positively correlates with diversity of macrophytes in karst ponds,pokljuka,se alps (slovenia),karst ponds,,,tp,280.0
zelnik; igor; gregoric; neza; tratnik; ana,diversity of macroinvertebrates positively correlates with diversity of macrophytes in karst ponds,jelovica,se alps (slovenia),karst ponds,,,tp,100.0
zelnik; igor; gregoric; neza; tratnik; ana,diversity of macroinvertebrates positively correlates with diversity of macrophytes in karst ponds,jelovica,se alps (slovenia),karst ponds,,,tp,40.0
zelnik; igor; gregoric; neza; tratnik; ana,diversity of macroinvertebrates positively correlates with diversity of macrophytes in karst ponds,kravec,se alps (slovenia),karst ponds,,,tp,420.0
zelnik; igor; gregoric; neza; tratnik; ana,diversity of macroinvertebrates positively correlates with diversity of macrophytes in karst ponds,kravec,se alps (slovenia),karst ponds,,,tp,300.0
zelnik; igor; gregoric; neza; tratnik; ana,diversity of macroinvertebrates positively correlates with diversity of macrophytes in karst ponds,kravec,se alps (slovenia),karst ponds,,,tp,90.0
zelnik; igor; gregoric; neza; tratnik; ana,diversity of macroinvertebrates positively correlates with diversity of macrophytes in karst ponds,ratiovec,se alps (slovenia),karst ponds,,,tp,190.0
zelnik; igor; gregoric; neza; tratnik; ana,diversity of macroinvertebrates positively correlates with diversity of macrophytes in karst ponds,ratiovec,se alps (slovenia),karst ponds,,,tp,130.0
zelnik; igor; gregoric; neza; tratnik; ana,diversity of macroinvertebrates positively correlates with diversity of macrophytes in karst ponds,velika planina,se alps (slovenia),karst ponds,,,tp,70.0
